0 50 0.2641139 0.921875 0.12893936 0.956
0 100 0.027483867 1.0 0.050296847 0.986
0 150 0.009778429 1.0 0.040137865 0.989
0 200 0.08539889 0.984375 0.040922575 0.988
0 250 0.029299438 0.984375 0.036501274 0.989
0 300 0.03917842 0.984375 0.03320866 0.989
1 350 0.00761813 1.0 0.036484845 0.987
1 400 0.0043528164 1.0 0.036621947 0.99
1 450 0.00020087692 1.0 0.041347355 0.988
1 500 0.01266885 0.984375 0.032582875 0.988
1 550 0.012499421 0.984375 0.034114655 0.99
1 600 0.0009243203 1.0 0.034088857 0.99
2 650 0.0036069537 1.0 0.029843917 0.99
2 700 0.00021160423 1.0 0.032066286 0.991
2 750 0.0005245829 1.0 0.040793005 0.993
2 800 0.00030375336 1.0 0.03716395 0.991
2 850 0.00010461374 1.0 0.043694485 0.991
2 900 0.00012382677 1.0 0.04666067 0.991
3 950 7.6392134e-05 1.0 0.048983254 0.988
3 1000 0.00024710942 1.0 0.04826622 0.987
3 1050 0.0006834654 1.0 0.04582457 0.99
3 1100 0.0010191714 1.0 0.045871206 0.991
3 1150 1.5376252e-05 1.0 0.04850045 0.991
3 1200 2.2716551e-05 1.0 0.058524255 0.986
3 1250 0.0010222476 1.0 0.048082877 0.989
4 1300 3.7830425e-05 1.0 0.048492387 0.992
4 1350 5.654859e-05 1.0 0.04883703 0.992
4 1400 9.1764625e-05 1.0 0.04954208 0.992
4 1450 6.330621e-05 1.0 0.049397033 0.991
4 1500 2.6124915e-05 1.0 0.054423485 0.99
4 1550 0.002047131 1.0 0.051227532 0.989
5 1600 6.4591377e-06 1.0 0.05016015 0.991
5 1650 2.2933416e-05 1.0 0.051141556 0.99
5 1700 2.8627714e-05 1.0 0.05242304 0.991
5 1750 0.0001966761 1.0 0.052794013 0.989
